DRAGON_4_e3_4133.smv,Valid,1.13,1.11
DRAGON_4_e7_2329_e3_4574.smv,Invalid,0.19,0.17
DRAGON_4_e7_2329_e7_3856.smv,Invalid,0.18,0.16
DRAGON_4_e7_2329.smv,Invalid,0.19,0.17
DRAGON_4.smv,Valid,0.92,0.90
DRAGON_5_e1_1835.smv,Valid,0.93,0.91
DRAGON_5_e2_3018_e2_936.smv,Valid,0.70,0.68
DRAGON_5_e7_2017_e1_5832.smv,Invalid,0.15,0.13
DRAGON_5_e7_2017_e2_664.smv,Invalid,0.18,0.16
DRAGON_5_e7_2017_e3_1763.smv,Invalid,0.24,0.22
DRAGON_5_e7_2017_e7_2326.smv,Invalid,0.21,0.19
DRAGON_5_e7_2017.smv,Invalid,0.16,0.13
DRAGON_5.smv,Valid,0.62,0.60
DRAGON_6_e7_5046_e7_3623.smv,Valid,0.08,0.06
DRAGON_6.smv,Valid,0.08,0.06
DRAGON_7_e2_2872_e2_5844.smv,Valid,0.09,0.07
DRAGON_7_e2_2872_e3_2640.smv,Valid,0.11,0.08
DRAGON_7_e7_3157_e2_2082.smv,Valid,0.10,0.07
DRAGON_7.smv,Valid,0.10,0.07
DRAGON_8_e2_3896_e3_3125.smv,Valid,1.35,1.33
DRAGON_8_e3_786_e7_4541.smv,Valid,0.93,0.91
DRAGON_8_e3_786.smv,Valid,1.65,1.63
DRAGON_8_e7_3752.smv,Valid,0.79,0.76
DRAGON_8.smv,Valid,1.44,1.42
DRAGON_9_e7_1843_e1_5434.smv,Valid,0.08,0.05
DRAGON_9_e7_1843_e2_1145.smv,Valid,0.08,0.05
DRAGON_9_e7_1843_e3_5316.smv,Valid,0.10,0.08
DRAGON_9_e7_1843_e7_2225.smv,Valid,0.07,0.06
DRAGON_9_e7_1843.smv,Valid,0.08,0.06
DRAGON_9.smv,Valid,0.07,0.05
DRAGON_all2_e2_2073_e8_3691.smv,Invalid,0.09,0.07
DRAGON_all2_e3_4612_e1_6463.smv,Valid,2.37,2.34
DRAGON_all2_e3_4612_e2_5774.smv,Valid,2.34,2.31
DRAGON_all2_e3_4612_e3_1543.smv,Valid,1.91,1.89
DRAGON_all2_e3_4612_e4_3719.smv,Valid,2.37,2.35
DRAGON_all2_e3_4612_e5_3642.smv,Valid,2.34,2.31
DRAGON_all2_e3_4612_e8_5861.smv,Invalid,0.09,0.07
DRAGON_all2_e7_5406_e1_6690.smv,Invalid,0.09,0.07
DRAGON_all2_e7_5406_e2_3084.smv,Invalid,0.09,0.06
DRAGON_all2_e7_5406_e3_506.smv,Invalid,0.09,0.07
DRAGON_all2_e7_5406_e7_6697.smv,Invalid,0.07,0.06
DRAGON_all2_e7_5406.smv,Invalid,0.09,0.07
DRAGON_all2_e8_4626.smv,Invalid,0.08,0.06
DRAGON_all2_e8_5504_e1_4719.smv,Invalid,0.09,0.06
DRAGON_all2_e8_5504_e7_579.smv,Invalid,0.09,0.07
DRAGON_all2.smv,Valid,1.61,1.59
DRAGON_all_e1_4022_e1_1759.smv,Valid,0.24,0.22
DRAGON_all_e1_4022_e2_267.smv,Valid,0.20,0.18
DRAGON_all_e1_4022_e3_3628.smv,Valid,0.24,0.22
DRAGON_all_e1_4022_e7_2886.smv,Invalid,0.08,0.05
DRAGON_all_e1_4037.smv,Valid,0.24,0.22
DRAGON_all_e2_6104_e1_6205.smv,Valid,0.20,0.18
DRAGON_all_e2_6104_e2_3308.smv,Valid,0.20,0.18
DRAGON_all_e2_6104_e3_2607.smv,Valid,0.22,0.20
DRAGON_all_e2_6104.smv,Valid,0.21,0.18
DRAGON_all_e3_4821_e1_1318.smv,Valid,0.24,0.23
DRAGON_all_e3_4821_e2_1089.smv,Valid,0.22,0.20
DRAGON_all_e3_4821_e4_1791.smv,Valid,0.24,0.22
DRAGON_all_e3_4821_e5_1536.smv,Valid,0.21,0.19
DRAGON_all_e3_5957.smv,Valid,0.22,0.20
DRAGON_all_e7_1941_e2_6086.smv,Invalid,0.10,0.07
DRAGON_all_e7_4065.smv,Invalid,0.10,0.07
DRAGON_all.smv,Valid,0.20,0.18
durationThm_1_e1_350.smv,Invalid,0.04,0.02
durationThm_1_e2_3.smv,Valid,0.04,0.02
durationThm_1_e3_389_e4_294.smv,Valid,0.04,0.02
